Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
33.52,6,75.46,334.7516281445537,0.02,0.36,0.05,0.04,0.86,0.0,0.0,86,36,2,5,0.85,0.07,0.0,0.0,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.0,1.0,1.0,12743,60,2962,127.43,302.8845582999662,127.43,0.0029872894287109,100,91739.05565656564
36.32,6,64.0,449.1694608322419,0.19,0.42,0.0,0.26,0.95,0.0,0.0,95,42,19,0,0.69,0.27,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,41425,60,7306,414.25,1041.2500488074006,414.25,0.0022275710105895,100,1084201.6641414142
35.12,6,67.82,966.5386184154432,0.08,0.34,0.08,0.08,0.8,0.0,0.0,80,34,8,8,0.77,0.15,0.06,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1.0,11843,60,614,118.43,144.12587476847372,118.43,0.0010346293449401,100,20772.26777777777
34.68,6,64.0,624.999664724053,0.07,0.47,0.2,0.09,0.78,0.0,0.0,78,47,7,20,0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,11463,60,681,114.63,149.25164533888272,114.63,0.0016010308265686,100,22276.05363636363
36.76,6,67.82,339.63598260969553,0.04,0.37,0.05,0.09,0.94,0.0,0.0,94,37,4,5,0.88,0.1,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,12029,60,622,120.29,151.4685215822185,120.29,0.0029465985298156,100,22942.713030302995
34.88,6,65.91,934.0373365163424,0.12,0.39,0.1,0.14,0.9,0.0,0.0,90,39,12,10,0.91,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13108,60,602,131.08,167.2243204002735,131.08,0.0010706210136413,100,27963.97333333333
32.44,6,65.27,136.10591998369702,0.08,0.37,0.09,0.11,0.84,0.0,0.0,84,37,8,9,0.47,0.42,0.02,0.0,0.0,0.0,0.0,0.93,0.06,0.0,0.01,0.0,0.0,0.99,0.99,25938,60,2114,259.38,481.574915870791,259.38,0.0073472189903259,100,231914.39959595943
25.44,6,76.08,46.869560426900016,0.02,0.12,0.07,0.1,0.58,0.0,0.0,58,12,2,7,0.27,0.33,0.01,0.0,0.0,0.0,0.0,0.65,0.26,0.0,0.05,0.04,0.0,0.95,0.95,12244,60,614,122.44,137.26214100594294,122.44,0.0220766305923461,100,18840.895353535365
34.56,6,71.0,236.66895381170775,0.09,0.23,0.07,0.09,0.81,0.0,0.0,81,23,9,7,0.64,0.24,0.02,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.01,0.0,0.0,0.99,0.99,15636,60,1514,156.36,248.4975670063609,156.36,0.00422532081604,100,61751.04080808082
33.44,6,62.72,383.0977888073041,0.13,0.29,0.15,0.19,0.82,0.0,0.0,82,29,13,15,0.78,0.16,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,21535,60,4620,215.35,555.4040366610546,215.35,0.002610318660736,100,308473.6439393941
33.4,6,64.63,400.0335721534248,0.19,0.17,0.08,0.22,0.87,0.0,0.0,87,17,19,8,0.75,0.17,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.0,0.02,0.0,0.0,0.98,0.98,19017,60,788,190.17,225.61086795049087,190.17,0.0025360298156738,100,50900.26373737383
30.0,6,71.0,161.04202070434076,0.06,0.36,0.31,0.07,0.63,0.0,0.0,63,36,6,31,0.92,0.01,0.01,0.0,0.0,0.0,0.0,0.95,0.04,0.0,0.01,0.0,0.0,0.99,0.99,10052,60,614,100.52,119.8503679888832,100.52,0.0062097001075744,100,14364.110707070718
30.2,6,63.99,499.5199287336528,0.12,0.21,0.31,0.13,0.63,0.0,0.0,63,21,12,31,0.92,0.02,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.0,0.03,0.0,0.0,0.97,0.97,13857,60,622,138.57,182.7478394626947,138.57,0.0020156216621398,100,33396.77282828284
34.12,6,64.0,484.893438690397,0.13,0.4,0.14,0.16,0.84,0.0,0.0,84,40,13,14,0.92,0.05,0.01,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,14982,60,788,149.82,191.74774991107364,149.82,0.0020623183250427,100,36767.19959595964
36.08,6,63.36,727.1300036405873,0.14,0.61,0.07,0.13,0.92,0.0,0.0,92,61,14,7,0.92,0.07,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,14044,60,614,140.44,180.09729805767975,140.44,0.0013754296302795,100,32435.036767676746
33.92,6,65.27,636.6311085746204,0.12,0.31,0.05,0.12,0.9,0.0,0.0,90,31,12,5,0.91,0.03,0.0,0.0,0.0,0.0,0.0,0.95,0.04,0.0,0.01,0.0,0.0,0.99,0.99,13596,60,602,135.96,173.65726840154682,135.96,0.0015707802772521,100,30156.846868686865
38.24,6,67.82,240.9312114848191,0.07,0.81,0.0,0.08,0.97,0.0,0.0,97,81,7,0,0.92,0.05,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,11409,60,614,114.09,136.59703288849067,114.09,0.0043717718124389,100,18658.749393939404
36.52,6,68.47,289.44898952082895,0.16,0.49,0.0,0.17,0.95,0.0,0.0,95,49,16,0,0.79,0.11,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,1.0,1.0,15286,60,614,152.86,184.4046396138424,152.86,0.0038667893409729,100,34005.071111111094
36.04,6,64.0,2359.717799556671,0.26,0.4,0.0,0.24,1.0,0.0,0.0,100,40,26,0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19868,66,614,198.68,228.10456932173588,198.68,0.0004247689247131,100,52031.694545454615
39.24,6,63.36,350.43441862097256,0.11,0.62,0.0,0.1,0.99,0.0,0.0,99,62,11,0,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,12710,60,614,127.1,159.55325889571304,127.1,0.0028536105155944,100,25457.242424242435
39.68,6,64.0,749.1808549402342,0.02,0.64,0.03,0.02,0.93,0.0,0.0,93,64,2,3,0.75,0.21,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,8800,60,602,88.0,75.19295045401395,88.0,0.0013348007202148,100,5653.979797979798
36.08,6,64.0,1829.9196795909372,0.05,0.69,0.09,0.05,0.89,0.0,0.0,89,69,5,9,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,9778,60,602,97.78,116.36060112834356,97.78,0.0006313204765319,100,13539.789494949471
37.36,6,64.0,609.533553160291,0.14,0.35,0.0,0.15,1.0,0.0,0.0,100,35,14,0,0.86,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13765,66,614,137.65,174.94515013442236,137.65,0.001642038822174,100,30605.80555555558
33.92,6,71.0,250.7982028029481,0.17,0.37,0.0,0.17,0.94,0.0,0.0,94,37,17,0,0.89,0.05,0.0,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,21044,60,1514,210.44,305.03049425302095,210.44,0.0039872789382934,100,93043.60242424224
30.92,6,81.82,58.38758107928456,0.03,0.15,0.08,0.08,0.7,0.0,0.0,70,15,3,8,0.46,0.33,0.03,0.0,0.0,0.0,0.0,0.8,0.18,0.0,0.02,0.0,0.0,0.98,0.98,10842,60,614,108.42,107.8592592130124,108.42,0.0171269512176513,100,11633.6197979798
27.72,6,75.46,79.64218679239372,0.1,0.16,0.03,0.14,0.73,0.0,0.0,73,16,10,3,0.28,0.48,0.07,0.0,0.0,0.0,0.0,0.8,0.16,0.0,0.0,0.04,0.0,1.0,1.0,43145,60,2962,431.45,710.5875272184163,431.45,0.0132236289978027,100,504934.6338383836
29.72,6,62.72,404.3166396916851,0.01,0.17,0.08,0.07,0.79,0.0,0.0,79,17,1,8,0.64,0.22,0.02,0.0,0.0,0.0,0.0,0.88,0.08,0.0,0.02,0.02,0.0,0.98,0.98,9603,60,644,96.03,117.4468678495802,96.03,0.0024733209609985,100,13793.766767676754
32.8,6,63.36,214.97334042000307,0.01,0.17,0.0,0.02,0.98,0.0,0.0,98,17,1,0,0.79,0.18,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,7968,60,1279,79.68,121.22171689290924,79.68,0.0046526193618774,100,14694.704646464636
33.44,6,64.0,584.7675877645485,0.02,0.33,0.31,0.02,0.69,0.0,0.0,69,33,2,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8002,60,614,80.02,76.99638978811946,80.02,0.0017106509208679,100,5928.444040404026
34.44,6,64.0,1343.0411240509895,0.11,0.24,0.09,0.13,0.89,0.0,0.0,89,24,11,9,0.93,0.05,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.0,0.01,0.0,1.0,1.0,14302,60,956,143.02,194.08266384208665,143.02,0.0008496189117431,100,37668.0804040404
34.36,6,63.36,516.2569773953929,0.12,0.48,0.05,0.12,0.86,0.0,0.0,86,48,12,5,0.9,0.02,0.02,0.0,0.0,0.0,0.0,0.92,0.05,0.0,0.01,0.02,0.0,0.99,0.99,13156,60,622,131.56,168.76654845907072,131.56,0.0019370317459106,100,28482.147878787862
32.96,6,63.36,730.4706439657815,0.11,0.48,0.22,0.07,0.76,0.0,0.0,76,48,11,22,0.96,0.02,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,10624,60,602,106.24,136.8338312470179,106.24,0.0016951084136962,100,18723.497373737377
39.2,6,63.36,531.7929276920541,0.03,0.56,0.04,0.05,0.95,0.0,0.0,95,56,3,4,0.92,0.07,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,10934,60,1958,109.34,208.56121936309785,109.34,0.001880440711975,100,43497.78222222222
36.6,6,65.91,1721.4957950772236,0.12,0.47,0.09,0.12,0.89,0.0,0.0,89,47,12,9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,13752,60,614,137.52,174.30314241156233,137.52,0.0005882501602172,100,30381.58545454538
34.96,6,67.82,344.4297817373474,0.25,0.25,0.0,0.27,0.97,0.0,0.0,97,25,25,0,0.89,0.07,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,20988,60,614,209.88,230.408827692838,209.88,0.0029033589363098,100,53088.227878787904
35.8,6,67.18,233.81797525187685,0.28,0.34,0.01,0.27,0.95,0.0,0.0,95,34,28,1,0.91,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,21184,60,614,211.84,233.69632890016504,211.84,0.0042770814895629,100,54613.97414141412
38.0,6,64.0,432.61030556947975,0.14,0.49,0.03,0.14,0.97,0.0,0.0,97,49,14,3,0.93,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14722,60,614,147.22,185.8755736746732,147.22,0.002312159538269,100,34549.728888888865
38.12,6,63.36,488.2360404761877,0.05,0.55,0.02,0.07,0.97,0.0,0.0,97,55,5,2,0.86,0.13,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,10679,60,773,106.79,135.02781569032734,106.79,0.0020482087135314,100,18232.51101010101
38.04,6,64.0,758.7023765162999,0.11,0.43,0.05,0.13,0.94,0.0,0.0,94,43,11,5,0.87,0.12,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,13983,60,614,139.83,171.98913842848847,139.83,0.0013880515098571,100,29580.26373737377
35.12,6,64.0,1573.564236085058,0.02,0.63,0.14,0.02,0.84,0.0,0.0,84,63,2,14,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,8104,60,602,81.04,74.99951784356811,81.04,0.0007507991790771,100,5624.927676767692
34.12,6,69.09,205.4046800860541,0.1,0.24,0.0,0.15,0.94,0.0,0.0,94,24,10,0,0.79,0.14,0.01,0.0,0.0,0.0,0.0,0.94,0.05,0.0,0.01,0.0,0.0,0.99,0.99,15431,60,1514,154.31,222.2141425551381,154.31,0.0048710894584655,100,49379.12515151523
33.4,6,78.64,93.91222418362293,0.09,0.21,0.02,0.11,0.84,0.0,0.0,84,21,9,2,0.72,0.14,0.01,0.0,0.0,0.0,0.0,0.87,0.12,0.0,0.01,0.0,0.0,0.99,0.99,13695,60,950,136.95,173.21186740550138,136.95,0.0106482410430908,100,30002.351010100992
35.28,6,64.0,475.1088853874394,0.1,0.32,0.1,0.13,0.9,0.0,0.0,90,32,10,10,0.98,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12945,60,614,129.45,163.08734568700402,129.45,0.0021064805984497,100,26597.482323232347
38.2,6,65.27,425.9214427880905,0.02,0.09,0.1,0.02,0.87,0.0,0.0,87,9,2,10,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,8550,60,602,85.5,75.7563212017334,85.5,0.0023478603363037,100,5739.020202020202
30.36,6,63.36,437.9088392915871,0.02,0.15,0.44,0.03,0.52,0.0,0.0,52,15,2,44,0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,7847,60,614,78.47,76.52522591943259,78.47,0.0022835993766784,100,5856.110202020198
32.72,6,64.0,726.4964933582526,0.18,0.11,0.15,0.19,0.85,0.0,0.0,85,11,18,15,0.92,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16226,60,614,162.26,203.06831313127077,162.26,0.0013776493072509,100,41236.73979797983
32.52,6,65.91,536.5295933339047,0.05,0.32,0.24,0.05,0.75,0.0,0.0,75,32,5,24,0.95,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8991,60,602,89.91,105.35232807253496,89.91,0.0018638396263122,100,11099.113030303037
34.48,6,64.0,365.1154591773224,0.16,0.43,0.07,0.16,0.91,0.0,0.0,91,43,16,7,0.92,0.06,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,15502,60,614,155.02,196.4495966918844,155.02,0.0027388906478881,100,38592.44404040403
39.36,6,64.0,986.7093253034724,0.09,0.83,0.0,0.09,1.0,0.0,0.0,100,83,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12160,66,614,121.6,153.12555091634505,121.6,0.0010134887695312,100,23447.434343434183
37.76,6,63.36,379.19719808588906,0.05,0.58,0.0,0.07,0.99,0.0,0.0,99,58,5,0,0.95,0.04,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,10933,60,1056,109.33,151.21581707392036,109.33,0.0026400804519653,100,22866.223333333342
34.12,6,70.99,92.02858515757164,0.09,0.6,0.0,0.13,0.82,0.0,0.0,82,60,9,0,0.71,0.15,0.0,0.0,0.0,0.0,0.0,0.87,0.09,0.0,0.04,0.0,0.0,0.96,0.96,13705,60,760,137.05,169.02975501611573,137.05,0.0108662009239196,100,28571.0580808081
32.56,6,63.36,249.1553745999932,0.19,0.19,0.02,0.16,0.91,0.0,0.0,91,19,19,2,0.88,0.04,0.02,0.0,0.0,0.0,0.0,0.93,0.06,0.0,0.01,0.0,0.0,0.99,0.99,15682,60,614,156.82,196.16089973758437,156.82,0.0042532706260681,100,38479.09858585861
36.04,6,64.0,392.7004579300737,0.04,0.42,0.0,0.08,0.98,0.0,0.0,98,42,4,0,0.9,0.08,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,9794,60,602,97.94,107.7748138715652,97.94,0.002591528892517,100,11615.410505050526
36.28,6,65.91,1420.9165161950384,0.19,0.22,0.05,0.19,0.94,0.0,0.0,94,22,19,5,0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,16925,60,614,169.25,206.04669349200896,169.25,0.0007037806510925,100,42455.2398989899
33.6,6,64.78,639.8974773633985,0.14,0.43,0.03,0.14,0.87,0.0,0.0,87,43,14,3,0.74,0.14,0.01,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.01,0.0,0.0,0.99,0.99,16952,60,1496,169.52,233.8656041577742,169.52,0.0015641593933105,100,54693.12080808073
38.84,6,65.91,408.0467128061345,0.03,0.84,0.0,0.04,0.97,0.0,0.0,97,84,3,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.01,0.0,0.0,0.0,1.0,1.0,9275,60,614,92.75,95.32150541162991,92.75,0.0024507093429565,100,9086.189393939394
36.08,6,59.2,452.9207165433661,0.05,0.66,0.02,0.06,0.9,0.0,0.0,90,66,5,2,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1.0,12592,60,614,125.92,140.7258729343375,125.92,0.0022078919410705,100,19803.771313131303
36.76,6,67.82,281.1800662206815,0.06,0.48,0.05,0.07,0.91,0.0,0.0,91,48,6,5,0.94,0.02,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.01,0.0,0.0,0.0,1.0,1.0,11223,60,614,112.23,131.77957222788982,112.23,0.0035564494132995,100,17365.85565656563
34.8,6,73.55,108.3427142609904,0.14,0.62,0.0,0.17,0.9,0.0,0.0,90,62,14,0,0.8,0.09,0.01,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13478,60,614,134.78,161.01374431577514,134.78,0.0092299890518188,100,25925.425858585808
35.08,6,64.0,2116.5822248238837,0.13,0.18,0.13,0.12,0.86,0.0,0.0,86,18,13,13,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,13436,60,622,134.36,175.05655767162324,134.36,0.0004726505279541,100,30644.79838383835
36.6,6,63.39,1613.653116656279,0.18,0.2,0.01,0.15,0.97,0.0,0.0,97,20,18,1,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,14993,60,622,149.93,188.23959882462705,149.93,0.0006224608421325,100,35434.146565656534
36.04,6,71.64,289.0984559098222,0.07,0.61,0.02,0.08,0.93,0.0,0.0,93,61,7,2,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,1.0,1.0,10967,60,602,109.67,128.1941437229038,109.67,0.003459038734436,100,16433.738484848513
35.8,6,69.09,172.64325490859505,0.03,0.32,0.08,0.05,0.84,0.0,0.0,84,32,3,8,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.92,0.07,0.01,0.01,0.0,0.0,0.99,0.99,10448,60,622,104.48,110.38083569573516,104.48,0.0057923007011413,100,12183.928888888882
31.12,6,63.36,408.0983256921796,0.2,0.17,0.14,0.2,0.82,0.0,0.0,82,17,20,14,0.92,0.03,0.01,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,17758,60,950,177.58,224.67508211916285,177.58,0.0024504089355468,100,50478.892525252566
34.4,6,62.72,435.6161538110016,0.16,0.32,0.1,0.17,0.85,0.0,0.0,85,32,16,10,0.92,0.04,0.01,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,18838,60,1514,188.38,274.0153641640917,188.38,0.0022956109046936,100,75084.4197979798
35.72,6,67.82,272.2414348173765,0.08,0.57,0.02,0.08,0.94,0.0,0.0,94,57,8,2,0.95,0.01,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,11261,60,614,112.61,137.54910197651392,112.61,0.00367516040802,100,18919.755454545422
33.08,6,67.82,457.1553136366064,0.01,0.21,0.04,0.01,0.91,0.0,0.0,91,21,1,4,0.93,0.02,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.02,0.0,0.0,0.0,1.0,1.0,16951,60,7306,169.51,738.1363714987184,169.51,0.0021874499320983,100,544845.302929294
35.8,6,63.36,384.0480528874768,0.07,0.47,0.04,0.07,0.92,0.0,0.0,92,47,7,4,0.95,0.01,0.02,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,10870,60,614,108.7,137.06184551124906,108.7,0.0026040196418762,100,18785.949494949506
37.04,6,65.91,497.811875406505,0.1,0.68,0.0,0.1,0.95,0.0,0.0,95,68,10,0,0.87,0.07,0.02,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.0,0.02,0.0,1.0,1.0,21001,66,1514,210.01,364.176877188528,210.01,0.0020088100433349,100,132624.79787878817
37.08,6,62.72,505.8705190767145,0.21,0.59,0.03,0.16,0.94,0.0,0.0,94,59,21,3,0.88,0.09,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,15271,60,622,152.71,191.92029569326397,152.71,0.0019987607002258,100,36833.39989898987
36.4,6,64.0,1675.5233134128025,0.17,0.52,0.06,0.17,0.94,0.0,0.0,94,52,17,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16188,60,602,161.88,200.2380038399759,161.88,0.0005968379974365,100,40095.25818181821
36.92,6,62.72,587.8343643748301,0.08,0.52,0.03,0.09,0.93,0.0,0.0,93,52,8,3,0.94,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0,0.0,0.98,0.98,11691,60,602,116.91,144.728871907565,116.91,0.0017011713981628,100,20946.44636363636
37.48,6,69.09,285.94635315291976,0.05,0.32,0.01,0.07,0.94,0.0,0.0,94,32,5,1,0.93,0.02,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,10454,60,602,104.54,117.72270277000416,104.54,0.0034971690177917,100,13858.634747474744
33.96,6,62.72,247.95566680105983,0.16,0.22,0.03,0.19,0.91,0.0,0.0,91,22,16,3,0.86,0.07,0.0,0.0,0.0,0.0,0.0,0.94,0.04,0.0,0.02,0.0,0.0,0.98,0.98,25601,60,1655,256.01,387.53576557004334,256.01,0.0040330100059509,100,150183.96959595958
34.08,6,65.9,669.8464766936194,0.2,0.28,0.02,0.19,0.9,0.0,0.0,90,28,20,2,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.92,0.05,0.0,0.03,0.0,0.0,0.97,0.97,17522,60,622,175.22,209.41802861041052,175.22,0.0017090702056884,100,43855.910707070725
38.92,6,63.36,351.3915151048024,0.13,0.52,0.02,0.17,0.97,0.0,0.0,97,52,13,2,0.93,0.04,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,14772,60,614,147.72,179.87465220272293,147.72,0.0028475999832153,100,32354.89050505053
29.16,6,71.62,62.8930474331255,0.06,0.18,0.01,0.12,0.79,0.0,0.0,79,18,6,1,0.68,0.06,0.0,0.0,0.0,0.0,0.0,0.8,0.11,0.01,0.08,0.0,0.01,0.92,0.92,12376,60,788,123.76,147.8419248639396,123.76,0.0159000396728515,100,21857.23474747476
38.96,6,67.18,661.1179239186288,0.02,0.46,0.0,0.02,0.96,0.0,0.0,96,46,2,0,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.01,0.0,0.0,0.99,0.99,7839,60,426,78.39,35.93790801261582,78.39,0.0017625904083251,100,1291.5332323232367
36.76,6,64.0,664.1422434473357,0.08,0.43,0.05,0.1,0.88,0.0,0.0,88,43,8,5,0.91,0.02,0.0,0.0,0.0,0.0,0.0,0.93,0.03,0.01,0.02,0.01,0.01,0.98,0.98,12546,60,614,125.46,149.0006047035387,125.46,0.0015057110786437,100,22201.1802020202
38.31578947368421,6,64.0,7591.1388835968755,0.0526315789473684,0.7894736842105263,0.0,0.0526315789473684,1.0,0.0,0.0,19,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1910,66,602,100.52631578947368,121.47398826317264,100.52631578947368,0.0002393597050717,19,14755.9298245614
31.6,6,66.39,522.2804843881331,0.0,0.28,0.11,0.23,0.58,0.0,0.0,58,28,0,11,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.0,0.01,0.0,0.0,0.99,0.99,51198,60,2962,511.98,776.8194670864303,511.98,0.0019146800041198,100,603448.4844444456
33.76,6,69.73,1690.161186331399,0.09,0.32,0.13,0.24,0.68,0.0,0.0,68,32,9,13,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,36350,60,2962,363.5,573.076149152338,363.5,0.0005916786193847,100,328416.2727272727
31.12,6,65.87,702.0495884921758,0.01,0.23,0.19,0.12,0.65,0.0,0.0,65,23,1,19,0.87,0.02,0.0,0.0,0.0,0.01,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,33228,60,2962,332.28,569.7380947116466,332.28,0.0014448118209838,100,324601.49656565714
31.88,6,68.9,466.8097192666922,0.09,0.31,0.12,0.22,0.74,0.0,0.0,74,31,9,12,0.86,0.02,0.0,0.0,0.0,0.02,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,25558,60,2962,255.58,447.7188236499612,255.58,0.0021756482124328,100,200452.1450505051
32.68,6,63.19,1106.1570027796972,0.01,0.37,0.08,0.2,0.49,0.0,0.0,49,37,1,8,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,43800,60,2165,438.0,594.0712469600312,438.0,0.0009040403366088,100,352920.64646464644
31.8,6,64.64,780.615923485084,0.05,0.29,0.06,0.2,0.68,0.0,0.0,68,29,5,6,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.12,0.0,0.01,0.0,0.0,0.99,0.99,18793,60,1514,187.93,275.6500216659604,187.93,0.0012810492515563,100,75982.93444444446
31.04,6,66.02,603.398871838104,0.02,0.42,0.15,0.17,0.58,0.0,0.0,58,42,2,15,0.87,0.01,0.02,0.0,0.0,0.0,0.0,0.91,0.06,0.0,0.03,0.0,0.0,0.97,0.97,30230,60,2004,302.3,491.2024927551661,302.3,0.0016596007347106,100,241279.88888888896
32.12,6,63.85,3116.055362807664,0.01,0.15,0.11,0.23,0.74,0.0,0.0,74,15,1,11,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,26553,60,1514,265.53,402.8169109376784,265.53,0.0003209495544433,100,162261.46373737356
